Customer ID,Recency,Frequency,Monetary,Cluster,Segment
C-2914,41,2,5073.687500000001,0,Mid Value
C-2915,253,8,12608.2375,1,High Value
C-2916,269,5,6897.67,1,High Value
C-2918,618,4,9807.065000000002,1,High Value
C-2919,342,3,6051.89,0,Mid Value
C-2920,322,4,1176.4099999999999,0,Mid Value
C-2921,12,3,3679.55,0,Mid Value
C-2922,438,5,9715.577500000001,1,High Value
C-2923,96,6,8826.7775,1,High Value
C-2924,18,4,2556.92,0,Mid Value
C-2925,223,5,13436.665,1,High Value
C-2926,284,3,848.62,0,Mid Value
C-2927,677,3,6675.6175,2,Low Value
C-2928,189,4,3497.67,0,Mid Value
C-2929,900,1,304.34,2,Low Value
C-2930,298,5,15592.655,1,High Value
C-2931,37,6,8802.5475,1,High Value
C-2932,165,4,7873.637500000001,1,High Value
C-2933,776,2,4023.85,2,Low Value
C-2934,841,2,5139.4875,2,Low Value
C-2935,194,5,6534.65,1,High Value
C-2936,271,5,10058.907500000001,1,High Value
C-2937,161,3,2871.6800000000003,0,Mid Value
C-2938,114,1,1348.09,0,Mid Value
C-2939,776,4,4427.23,2,Low Value
C-2940,557,3,7199.487500000001,0,Mid Value
C-2941,376,4,2440.98,0,Mid Value
C-2942,513,5,7349.5275,1,High Value
C-2943,166,6,13666.815,1,High Value
C-2944,249,4,5318.24,0,Mid Value
C-2945,432,5,13000.315,1,High Value
C-2946,721,1,947.52,2,Low Value
C-2947,46,12,15944.785000000002,1,High Value
C-2948,269,5,6789.847500000001,1,High Value
C-2949,303,4,5328.2,0,Mid Value
C-2950,140,6,5278.27,1,High Value
C-2951,226,5,4869.307894542933,0,Mid Value
C-2952,159,7,9505.1075,1,High Value
C-2953,1154,4,2836.17,2,Low Value
C-2954,765,2,2870.44,2,Low Value
C-2955,335,3,2487.13,0,Mid Value
C-2956,5,6,6583.727500000001,1,High Value
C-2957,379,6,8770.45,1,High Value
C-2958,288,4,6319.427500000001,0,Mid Value
C-2959,54,7,14677.285,1,High Value
C-2960,217,4,4500.14,0,Mid Value
C-2961,78,8,13728.8075,1,High Value
C-2962,147,3,1939.78,0,Mid Value
C-2963,161,6,8577.609999999999,1,High Value
C-2964,165,3,2959.88,0,Mid Value
C-2965,127,3,1789.54,0,Mid Value
C-2966,719,1,3368.2,2,Low Value
C-2967,115,5,5243.99,0,Mid Value
C-2968,392,3,1561.73,0,Mid Value
C-2969,418,4,6030.389999999999,0,Mid Value
C-2970,156,2,2669.07,0,Mid Value
C-2971,170,4,5932.137500000001,0,Mid Value
C-2972,357,3,1022.71,0,Mid Value
C-2973,305,6,15220.147500000001,1,High Value
C-2974,45,4,7675.237500000001,1,High Value
C-2975,140,4,3661.4500000000003,0,Mid Value
C-2976,134,4,7854.227500000001,1,High Value
C-2977,80,9,11692.265000000001,1,High Value
C-2978,352,4,5979.5675,0,Mid Value
C-2980,697,6,5256.419999999999,1,High Value
C-2981,49,5,7053.8775000000005,1,High Value
C-2982,272,2,1446.96,0,Mid Value
C-2983,3,6,10378.2875,1,High Value
C-2984,746,1,4666.087500000001,2,Low Value
C-2985,140,4,6015.51,0,Mid Value
C-2986,111,6,8321.4475,1,High Value
C-2987,59,2,4923.097500000001,0,Mid Value
C-2988,275,4,2276.23,0,Mid Value
C-2989,368,5,13572.0375,1,High Value
C-2990,593,6,11291.715,1,High Value
C-2991,893,2,7253.3575,2,Low Value
C-2992,356,8,5340.81,1,High Value
C-2993,316,3,5334.18,0,Mid Value
C-2994,312,4,5642.047500000001,0,Mid Value
C-2995,50,3,5380.597500000001,0,Mid Value
C-2996,71,4,6986.789224720348,0,Mid Value
C-2997,860,1,1314.98,2,Low Value
C-2998,14,7,6275.88,1,High Value
C-2999,380,5,10338.317500000001,1,High Value
C-3000,63,1,4666.087500000001,0,Mid Value
C-3001,210,5,5352.93,0,Mid Value
C-3002,243,4,2058.6800000000003,0,Mid Value
C-3003,81,4,7097.4475,0,Mid Value
C-3004,703,3,654.58,2,Low Value
C-3005,20,8,6748.41,1,High Value
C-3006,10,5,1632.6399999999999,0,Mid Value
C-3007,225,5,11207.465,1,High Value
C-3008,478,4,1621.94,0,Mid Value
C-3009,111,8,9590.03,1,High Value
C-3010,3,3,2524.08,0,Mid Value
C-3011,422,3,6049.88,0,Mid Value
C-3012,279,3,12111.857500000002,1,High Value
C-3013,157,7,8701.8775,1,High Value
C-3014,323,2,3184.34,0,Mid Value
C-3015,475,4,2725.13,0,Mid Value
C-3016,525,4,3520.1800000000003,0,Mid Value
C-3017,464,4,11618.175000000001,1,High Value
C-3018,155,4,7161.7,0,Mid Value
C-3019,149,3,2009.5,0,Mid Value
C-3020,51,2,1893.26,0,Mid Value
C-3021,148,5,3061.8017002032325,0,Mid Value
C-3022,257,4,2818.67,0,Mid Value
C-3023,479,3,3945.58,0,Mid Value
C-3024,809,2,1181.55,2,Low Value
C-3025,87,1,1800.54,0,Mid Value
C-3026,566,4,3152.02,0,Mid Value
C-3027,168,3,1385.83,0,Mid Value
C-3028,114,7,17121.805,1,High Value
C-3029,45,3,1252.99,0,Mid Value
C-3030,1200,1,889.2,2,Low Value
C-3031,776,2,360.3,2,Low Value
C-3032,438,2,5081.547500000001,0,Mid Value
C-3033,769,3,5120.469999999999,2,Low Value
C-3034,986,3,965.45,2,Low Value
C-3035,272,4,3638.58,0,Mid Value
C-3036,18,2,5325.5275,0,Mid Value
C-3037,939,1,278.98,2,Low Value
C-3038,82,8,9658.6075,1,High Value
C-3039,733,3,7677.9975,2,Low Value
C-3040,283,1,121.37,0,Mid Value
C-3041,882,4,7765.2375,2,Low Value
C-3042,322,6,7225.3775000000005,1,High Value
C-3043,1210,1,137.49,2,Low Value
C-3044,439,6,3012.46,0,Mid Value
C-3045,1324,1,262.62,2,Low Value
C-3046,81,1,3336.39,0,Mid Value
C-3047,394,7,7201.197500000001,1,High Value
C-3048,440,5,3442.8999999999996,0,Mid Value
C-3049,938,1,4666.087500000001,2,Low Value
C-3050,321,4,5590.967500000001,0,Mid Value
C-3051,299,4,2069.88,0,Mid Value
C-3052,385,2,782.9000000000001,0,Mid Value
C-3053,350,2,274.32,0,Mid Value
C-3054,413,2,399.84999999999997,0,Mid Value
C-3055,199,4,8070.889999999999,1,High Value
C-3056,241,7,16776.105000000003,1,High Value
C-3057,806,1,281.4,2,Low Value
C-3058,785,2,1969.6299999999999,2,Low Value
C-3059,563,3,2245.89,2,Low Value
C-3060,616,3,5785.587500000001,2,Low Value
C-3061,112,2,5121.887500000001,0,Mid Value
C-3062,5,4,6736.04,0,Mid Value
C-3063,391,2,311.87,0,Mid Value
C-3064,325,5,5706.9975,0,Mid Value
C-3065,721,2,1977.06,2,Low Value
C-3066,721,3,5156.6175,2,Low Value
C-3067,393,3,5868.4075,0,Mid Value
C-3068,179,6,10607.397500000001,1,High Value
C-3069,587,4,6140.959999999999,0,Mid Value
C-3070,550,3,1885.06,2,Low Value
C-3071,308,5,6987.437500000001,1,High Value
C-3072,390,5,6463.9475,1,High Value
C-3073,160,4,4875.71,0,Mid Value
C-3074,451,1,4666.087500000001,0,Mid Value
C-3075,30,2,2864.66,0,Mid Value
C-3076,838,3,3589.46,2,Low Value
C-3077,7,4,10799.755000000001,1,High Value
C-3078,305,4,1288.37,0,Mid Value
C-3079,77,1,84.72,0,Mid Value
C-3080,224,2,1066.39,0,Mid Value
C-3081,359,4,9598.7975,1,High Value
C-3082,13,8,11406.305,1,High Value
C-3083,338,3,5973.1875,0,Mid Value
C-3084,143,9,9647.3075,1,High Value
C-3085,223,6,6007.407500000001,1,High Value
C-3086,496,2,1413.8200000000002,2,Low Value
C-3087,1156,3,1473.22,2,Low Value
C-3088,432,3,3924.25,0,Mid Value
C-3089,443,3,5924.087500000001,0,Mid Value
C-3090,215,4,3724.44,0,Mid Value
C-3091,571,2,2271.2799999999997,2,Low Value
C-3092,395,6,8053.167500000001,1,High Value
C-3093,155,5,9084.857500000002,1,High Value
C-3094,81,5,3194.54,0,Mid Value
C-3095,959,2,5343.8275,2,Low Value
C-3096,107,6,5436.3,1,High Value
C-3097,32,3,3410.8,0,Mid Value
C-3098,105,5,9110.75,1,High Value
C-3099,527,4,1899.8400000000001,0,Mid Value
C-3100,58,5,6850.01,1,High Value
C-3101,205,3,5078.5675,0,Mid Value
C-3102,1008,3,5439.337500000001,2,Low Value
C-3103,21,5,6007.8675,1,High Value
C-3104,292,5,11555.165,1,High Value
C-3105,191,4,4661.73,0,Mid Value
C-3106,291,3,1388.37,0,Mid Value
C-3108,619,1,2663.45,2,Low Value
C-3109,1092,2,2504.63,2,Low Value
C-3110,559,2,1248.82,2,Low Value
C-3111,815,2,824.22,2,Low Value
C-3112,310,1,548.46,0,Mid Value
C-3113,91,6,7938.1675000000005,1,High Value
C-3114,390,3,1078.25,0,Mid Value
C-3115,10,7,16355.792500000001,1,High Value
C-3116,45,4,9021.310000000001,1,High Value
C-3117,160,2,4198.24,0,Mid Value
C-3118,34,3,784.63,0,Mid Value
C-3119,1011,3,1251.02,2,Low Value
C-3120,233,2,1322.25,0,Mid Value
C-3121,503,4,5595.927500000001,0,Mid Value
C-3122,207,7,11781.325,1,High Value
C-3123,243,4,9210.567500000001,1,High Value
C-3124,148,7,13720.007500000002,1,High Value
C-3125,674,3,601.09,2,Low Value
C-3126,625,3,6192.1875,2,Low Value
C-3127,301,5,10562.935000000001,1,High Value
C-3129,96,6,12629.225,1,High Value
C-3130,863,5,4903.17,2,Low Value
C-3131,15,5,4312.78,0,Mid Value
C-3132,74,4,1695.5600000000002,0,Mid Value
C-3133,485,4,5795.907500000001,0,Mid Value
C-3134,680,2,3679.65,2,Low Value
C-3135,391,4,5649.217500000001,0,Mid Value
C-3136,203,6,18476.472500000003,1,High Value
C-3137,131,5,7871.257500000001,1,High Value
C-3138,15,5,5041.746190541226,0,Mid Value
C-3139,271,2,615.66,0,Mid Value
C-3140,30,6,3820.71,1,High Value
C-3141,224,3,6128.757500000001,0,Mid Value
C-3142,137,4,3688.24,0,Mid Value
C-3144,300,4,8936.0775,1,High Value
C-3145,286,3,1745.27,0,Mid Value
C-3146,435,2,343.49,0,Mid Value
C-3147,5,11,22883.045000000002,1,High Value
C-3148,387,3,290.58,0,Mid Value
C-3149,463,2,658.0799999999999,0,Mid Value
C-3150,1384,1,4666.087500000001,2,Low Value
C-3151,77,4,7707.203024762734,1,High Value
C-3152,62,6,5820.15,1,High Value
C-3153,267,3,2056.66,0,Mid Value
C-3154,10,5,8066.76,1,High Value
C-3155,604,2,470.84999999999997,2,Low Value
C-3156,641,3,388.12,2,Low Value
C-3157,3,8,9118.72,1,High Value
C-3158,836,3,5180.717500000001,2,Low Value
C-3159,563,2,5050.5275,2,Low Value
C-3160,458,6,3680.55,0,Mid Value
C-3161,538,5,7961.4975,1,High Value
C-3162,689,5,7026.8675,1,High Value
C-3163,469,5,5209.48,0,Mid Value
C-3164,439,2,2472.1509275126027,0,Mid Value
C-3165,75,7,8368.5375,1,High Value
C-3166,49,4,5426.7275,0,Mid Value
C-3167,199,2,1352.84,0,Mid Value
C-3168,19,3,2278.23,0,Mid Value
C-3169,313,4,7665.68,0,Mid Value
C-3170,247,3,1048.31,0,Mid Value
C-3171,411,3,2397.55,0,Mid Value
C-3172,213,3,2770.14,0,Mid Value
C-3173,880,3,8536.677500000002,2,Low Value
C-3174,702,1,4666.087500000001,2,Low Value
C-3175,454,5,5745.097500000001,0,Mid Value
C-3176,349,3,5639.58,0,Mid Value
C-3177,62,5,2748.77,0,Mid Value
C-3178,147,3,391.49,0,Mid Value
C-3179,97,6,5994.437500000001,1,High Value
C-3180,317,5,7283.27,1,High Value
C-3182,1202,1,84.42,2,Low Value
C-3183,403,4,5901.307500000001,0,Mid Value
C-3184,55,3,6484.87,0,Mid Value
C-3185,107,3,5351.7475,0,Mid Value
C-3186,245,5,7813.33,1,High Value
C-3187,348,4,7366.547500000001,0,Mid Value
C-3188,149,4,9029.267500000002,1,High Value
C-3189,97,4,9120.08,1,High Value
C-3190,200,5,6170.37,1,High Value
C-3191,153,7,12838.7375,1,High Value
C-3192,749,2,4706.797500000001,2,Low Value
C-3193,47,6,10180.4575,1,High Value
C-3194,665,2,911.79,2,Low Value
C-3195,56,5,8815.9375,1,High Value
C-3196,426,1,1358.21,0,Mid Value
C-3197,15,5,9648.2975,1,High Value
C-3198,313,3,7900.3,0,Mid Value
C-3199,424,1,102.14,0,Mid Value
C-3200,276,2,540.1999999999999,0,Mid Value
C-3201,112,1,310.14,0,Mid Value
C-3202,822,3,592.14,2,Low Value
C-3203,173,3,2451.76,0,Mid Value
C-3204,98,6,3814.0499999999997,1,High Value
C-3205,763,1,4666.087500000001,2,Low Value
C-3206,48,6,15882.025,1,High Value
C-3207,379,2,5518.4075,0,Mid Value
C-3208,316,3,5097.0775,0,Mid Value
C-3209,720,5,3954.01,2,Low Value
C-3210,167,4,6534.780000000001,0,Mid Value
C-3211,172,5,7889.320000000001,1,High Value
C-3212,565,4,3054.33,0,Mid Value
C-3213,1103,1,191.58,2,Low Value
C-3214,75,4,6687.290000000001,0,Mid Value
C-3215,438,4,5368.24,0,Mid Value
C-3216,56,6,8697.33,1,High Value
C-3217,48,7,5105.87,1,High Value
C-3218,335,5,7232.8775000000005,1,High Value
C-3219,248,4,8274.667500000001,1,High Value
C-3221,201,7,11989.585000000001,1,High Value
C-3222,61,3,7020.7775,0,Mid Value
C-3223,284,6,10190.2975,1,High Value
C-3224,535,2,2539.74,2,Low Value
C-3225,112,3,2481.67,0,Mid Value
C-3226,256,2,422.13,0,Mid Value
C-3227,225,3,2740.1200000000003,0,Mid Value
C-3228,745,3,3051.67,2,Low Value
C-3229,119,5,16492.325,1,High Value
C-3230,737,3,6441.1075,2,Low Value
C-3231,819,3,2212.47,2,Low Value
C-3232,765,2,2802.3199999999997,2,Low Value
C-3233,700,2,4810.357500000001,2,Low Value
C-3234,2,1,101.24,0,Mid Value
C-3235,309,3,5830.157500000001,0,Mid Value
C-3236,105,6,8413.2,1,High Value
C-3237,6,6,7186.967500000001,1,High Value
C-3238,37,6,6719.54,1,High Value
C-3239,139,7,9536.46,1,High Value
C-3240,482,3,1090.9299999999998,0,Mid Value
C-3241,448,2,1024.5,0,Mid Value
C-3242,1319,1,432.04,2,Low Value
C-3243,162,4,6985.267500000001,0,Mid Value
C-3244,51,5,4613.01,0,Mid Value
C-3245,52,3,3684.7900000000004,0,Mid Value
C-3246,81,6,8632.837500000001,1,High Value
C-3247,391,5,4264.28,0,Mid Value
C-3248,49,3,1960.56,0,Mid Value
C-3249,56,8,16048.855000000001,1,High Value
C-3250,294,4,2016.89,0,Mid Value
C-3251,334,3,3623.83,0,Mid Value
C-3252,662,2,4866.7475,2,Low Value
C-3253,561,4,4163.400000000001,0,Mid Value
C-3254,457,2,5341.517500000001,0,Mid Value
C-3255,11,2,5897.5275,0,Mid Value
C-3256,467,6,9848.2175,1,High Value
C-3257,113,4,2067.39,0,Mid Value
C-3258,119,5,4547.49,0,Mid Value
C-3259,316,3,3995.09,0,Mid Value
C-3260,305,4,872.8700000000001,0,Mid Value
C-3261,59,9,6559.03,1,High Value
C-3262,171,3,4994.7175,0,Mid Value
C-3263,1,3,1282.6399999999999,0,Mid Value
C-3264,501,3,233.42,0,Mid Value
C-3265,286,6,1892.23,0,Mid Value
C-3266,303,4,6711.557500000001,0,Mid Value
C-3267,19,5,6219.400000000001,1,High Value
C-3268,553,2,5057.187500000001,2,Low Value
C-3269,196,6,4848.31,1,High Value
C-3270,373,2,3401.0,0,Mid Value
C-3271,97,5,5732.237500000001,1,High Value
C-3272,182,3,3978.16,0,Mid Value
C-3273,17,2,922.1800000000001,0,Mid Value
C-3274,197,4,8671.23,1,High Value
C-3275,324,2,376.92999999999995,0,Mid Value
C-3276,440,5,1230.92,0,Mid Value
C-3277,87,4,5406.9175000000005,0,Mid Value
C-3278,326,5,11778.9,1,High Value
C-3279,231,2,1890.6,0,Mid Value
C-3280,425,5,5496.2,0,Mid Value
C-3281,532,7,15910.705000000002,1,High Value
C-3282,136,6,1582.3,0,Mid Value
C-3283,803,3,7410.880000000001,2,Low Value
C-3284,25,7,7717.4375,1,High Value
C-3285,161,3,6166.467500000001,0,Mid Value
C-3286,86,5,6354.03,1,High Value
C-3287,215,3,1700.54,0,Mid Value
C-3288,117,3,3469.63,0,Mid Value
C-3289,122,8,17139.6475,1,High Value
C-3290,25,7,7220.727500000001,1,High Value
C-3292,164,6,4041.92,1,High Value
C-3293,16,10,15203.757500000002,1,High Value
C-3294,174,5,4540.58,0,Mid Value
C-3295,39,5,5197.85,0,Mid Value
C-3296,127,1,1046.92,0,Mid Value
C-3297,153,2,919.73,0,Mid Value
C-3298,253,4,7928.98,1,High Value
C-3299,378,2,5790.0,0,Mid Value
C-3300,400,1,1457.63,0,Mid Value
C-3301,8,7,7509.97,1,High Value
C-3302,436,6,4552.26,1,High Value
C-3303,15,4,1715.62,0,Mid Value
C-3304,1115,2,2208.1400000000003,2,Low Value
C-3305,583,1,90.68,2,Low Value
C-3306,98,2,1721.1799999999998,0,Mid Value
C-3307,259,6,14083.805000000002,1,High Value
C-3308,320,8,14670.317500000001,1,High Value
C-3309,12,6,8567.9775,1,High Value
C-3310,1138,2,4537.02,2,Low Value
C-3311,316,1,880.14,0,Mid Value
C-3312,34,4,1963.61,0,Mid Value
C-3313,346,6,7586.7300000000005,1,High Value
C-3314,379,2,2002.64,0,Mid Value
C-3315,299,4,6402.62,0,Mid Value
C-3316,49,6,6580.587500000001,1,High Value
C-3317,696,3,2049.28,2,Low Value
C-3318,297,3,9509.175000000001,0,Mid Value
C-3319,919,2,5985.807500000001,2,Low Value
C-3320,680,2,4822.507500000001,2,Low Value
C-3321,54,5,6753.83,1,High Value
C-3322,403,3,5714.05,0,Mid Value
C-3323,850,2,199.23,2,Low Value
C-3324,62,2,866.7199999999999,0,Mid Value
C-3325,210,5,7939.1175,1,High Value
C-3326,933,3,2243.96,2,Low Value
C-3327,364,5,6116.427500000001,1,High Value
C-3328,34,8,10153.631775478441,1,High Value
C-3329,159,4,7107.7775,0,Mid Value
C-3330,939,3,1291.6,2,Low Value
C-3331,1226,1,4666.087500000001,2,Low Value
C-3332,304,4,2853.45,0,Mid Value
C-3333,41,9,15094.2575,1,High Value
C-3334,405,4,2184.4500000000003,0,Mid Value
C-3335,136,4,9616.695000000002,1,High Value
C-3336,352,2,5491.7875,0,Mid Value
C-3337,395,5,8809.417500000001,1,High Value
C-3338,124,6,3183.75,0,Mid Value
C-3339,220,2,2516.27,0,Mid Value
C-3340,317,1,599.09,0,Mid Value
C-3341,655,4,637.8,2,Low Value
C-3342,32,4,14111.365000000002,1,High Value
C-3343,31,6,9207.5,1,High Value
C-3344,771,2,4890.8275,2,Low Value
C-3345,333,2,1276.79,0,Mid Value
C-3346,269,5,10131.805000000002,1,High Value
C-3347,61,7,19655.3725,1,High Value
C-3348,2,1,966.66,0,Mid Value
C-3349,1107,2,6254.93,2,Low Value
C-3350,275,7,4801.72,1,High Value
C-3351,209,3,6351.1675000000005,0,Mid Value
C-3352,298,5,6531.3675,1,High Value
C-3354,38,10,8547.7675,1,High Value
C-3355,99,3,5793.860000000001,0,Mid Value
C-3356,58,6,5757.5775,1,High Value
C-3357,395,4,2925.1500000000005,0,Mid Value
C-3358,117,5,6938.57,1,High Value
C-3359,88,6,3356.9399999999996,0,Mid Value
C-3360,316,5,7843.9400000000005,1,High Value
C-3361,26,4,10740.615000000002,1,High Value
C-3362,136,3,9417.735,0,Mid Value
C-3363,37,5,10941.947500000002,1,High Value
C-3364,12,6,10606.4775,1,High Value
C-3365,112,3,3055.59,0,Mid Value
C-3366,563,4,4452.42,0,Mid Value
C-3367,8,3,5029.9975,0,Mid Value
C-3368,332,1,382.65,0,Mid Value
C-3369,594,2,1401.19,2,Low Value
C-3370,1041,2,2703.15,2,Low Value
C-3371,930,4,5568.557500000001,2,Low Value
C-3372,383,6,6038.2875,1,High Value
C-3373,111,2,3831.6800000000003,0,Mid Value
C-3374,129,4,6117.04,0,Mid Value
C-3375,506,5,16086.875,1,High Value
C-3376,13,8,12248.795000000002,1,High Value
C-3377,1187,2,4810.427500000001,2,Low Value
C-3378,136,6,13553.8075,1,High Value
C-3379,121,2,4066.6800000000003,0,Mid Value
C-3380,8,3,7946.427500000001,0,Mid Value
C-3382,72,4,3604.6404418427846,0,Mid Value
C-3383,744,1,4666.087500000001,2,Low Value
C-3384,302,6,13729.4875,1,High Value
C-3385,426,3,513.88,0,Mid Value
C-3386,50,5,4231.32,0,Mid Value
C-3387,43,6,3782.7799999999997,1,High Value
C-3388,131,2,6773.4475,0,Mid Value
C-3390,67,2,635.12,0,Mid Value
C-3391,1005,1,205.76,2,Low Value
C-3392,438,1,422.55,2,Low Value
C-3393,434,2,784.46,0,Mid Value
C-3394,535,2,9332.175000000001,0,Mid Value
C-3395,128,6,13404.647500000001,1,High Value
C-3396,911,5,8112.5599999999995,2,Low Value
C-3397,212,5,10610.327500000001,1,High Value
C-3398,611,3,8384.2075,2,Low Value
C-3399,189,3,2380.8500000000004,0,Mid Value
C-3400,1212,1,1341.48,2,Low Value
C-3401,1340,2,3287.2299999999996,2,Low Value
C-3402,517,5,6058.179999999999,1,High Value
C-3403,386,3,3752.64,0,Mid Value
C-3404,364,2,804.75,0,Mid Value
C-3405,1272,1,3968.16,2,Low Value
C-3406,196,5,2338.6800000000003,0,Mid Value
C-3407,79,8,12646.905,1,High Value
C-3408,23,2,821.62,0,Mid Value
C-3409,458,1,4666.087500000001,0,Mid Value
C-3410,1280,2,463.0,2,Low Value
C-3411,217,4,5269.01,0,Mid Value
C-3412,229,7,13227.4175,1,High Value
C-3413,119,3,4753.757500000001,0,Mid Value
C-3414,1039,3,5948.1675000000005,2,Low Value
C-3415,35,2,9332.175000000001,0,Mid Value
C-3416,49,8,15082.115000000002,1,High Value
C-3417,13,6,9409.0975,1,High Value
C-3418,4,3,9896.835000000001,1,High Value
C-3419,13,8,10133.327500000001,1,High Value
C-3421,254,3,2024.3600000000001,0,Mid Value
C-3422,26,2,3584.95,0,Mid Value
C-3423,1,5,9664.33,1,High Value
C-3424,667,2,851.76,2,Low Value
C-3425,100,5,9640.33,1,High Value
C-3426,1040,1,672.69,2,Low Value
C-3427,286,3,5398.240000000001,0,Mid Value
C-3428,455,5,5497.8175,0,Mid Value
C-3429,455,3,6291.977500000001,0,Mid Value
C-3430,788,3,1042.3,2,Low Value
C-3431,1262,1,2959.25,2,Low Value
C-3432,440,1,4193.28,0,Mid Value
C-3433,94,1,1039.19,0,Mid Value
C-3434,233,9,8579.4775,1,High Value
C-3435,112,6,1606.52,0,Mid Value
C-3436,935,2,3265.46,2,Low Value
C-3437,76,5,5350.72,0,Mid Value
C-3438,53,5,5756.6675000000005,1,High Value
C-3439,315,4,7077.1900000000005,0,Mid Value
C-3440,144,3,6358.610000000001,0,Mid Value
C-3441,230,3,4893.7875,0,Mid Value
C-3442,10,3,3531.41,0,Mid Value
C-3443,35,2,4852.097500000001,0,Mid Value
C-3444,990,3,3839.91,2,Low Value
C-3445,412,2,1818.94,0,Mid Value
C-3446,701,3,8314.78,2,Low Value
C-3447,118,2,1625.69,0,Mid Value
C-3448,1,2,475.08000000000004,0,Mid Value
C-3449,595,2,671.78,2,Low Value
C-3450,377,8,19438.6475,1,High Value
C-3451,381,3,3108.39,0,Mid Value
C-3452,60,8,6663.8275,1,High Value
C-3453,1041,2,600.75,2,Low Value
C-3454,231,3,5322.717500000001,0,Mid Value
C-3455,19,4,609.3,0,Mid Value
C-3456,559,4,3898.9,0,Mid Value
C-3458,64,5,9304.1175,1,High Value
C-3459,227,6,5816.03,1,High Value
C-3460,350,2,6091.639999999999,0,Mid Value
C-3461,47,7,2519.1899999999996,1,High Value
C-3462,334,5,3467.59,0,Mid Value
C-3463,843,3,3998.0600000000004,2,Low Value
C-3464,27,7,13335.7575,1,High Value
C-3465,434,2,7224.7875,0,Mid Value
C-3466,499,1,4666.087500000001,2,Low Value
C-3467,305,7,12797.33,1,High Value
C-3468,723,2,1337.52,2,Low Value
C-3469,94,4,5126.31,0,Mid Value
C-3470,77,7,13735.855000000001,1,High Value
C-3471,210,2,5350.4475,0,Mid Value
C-3472,187,3,7712.967500000001,0,Mid Value
C-3473,72,5,7248.487500000001,1,High Value
C-3474,72,5,7549.780934032948,1,High Value
C-3475,219,6,4459.66,1,High Value
C-3476,156,3,1631.48,0,Mid Value
C-3477,91,7,8718.4375,1,High Value
C-3478,215,5,6407.9475,1,High Value
C-3479,200,2,4562.63,0,Mid Value
C-3480,1,4,702.2900000000001,0,Mid Value
C-3481,714,2,816.33,2,Low Value
C-3482,10,8,12939.575,1,High Value
C-3483,96,4,1215.5,0,Mid Value
C-3484,1133,1,921.86,2,Low Value
C-3485,29,5,6719.1475,1,High Value
C-3486,177,8,5545.16,1,High Value
C-3487,611,1,252.28,2,Low Value
C-3488,74,3,8983.2575,0,Mid Value
C-3489,393,2,7405.91,0,Mid Value
C-3490,291,5,8787.65,1,High Value
C-3491,143,8,6824.757500000001,1,High Value
C-3492,775,1,459.97,2,Low Value
C-3493,206,5,2329.68,0,Mid Value
C-3494,321,5,9030.5475,1,High Value
C-3495,35,4,7359.1675000000005,0,Mid Value
C-3496,270,4,1100.9099999999999,0,Mid Value
C-3497,110,3,1358.31,0,Mid Value
C-3498,14,5,9209.067500000001,1,High Value
C-3499,56,6,9604.3075,1,High Value
C-3500,64,4,1595.98,0,Mid Value
C-3501,800,1,109.9,2,Low Value
C-3502,584,9,15009.935000000001,1,High Value
C-3503,169,3,1605.14,0,Mid Value
C-3504,536,1,253.66,2,Low Value
C-3505,97,6,8109.1675000000005,1,High Value
C-3506,234,4,7519.177500000001,0,Mid Value
C-3507,220,6,5080.29,1,High Value
C-3508,393,5,7932.487500000001,1,High Value
C-3509,55,4,2367.29,0,Mid Value
C-3511,825,2,6290.557500000001,2,Low Value
C-3512,4,6,9305.2375,1,High Value
C-3513,537,4,3455.31,0,Mid Value
C-3514,21,2,5404.837500000001,0,Mid Value
C-3515,240,3,3167.07,0,Mid Value
C-3516,626,4,6217.03,2,Low Value
C-3517,227,7,9674.33,1,High Value
C-3518,109,5,3413.4900000000002,0,Mid Value
C-3519,122,5,3553.7799999999997,0,Mid Value
C-3520,85,6,5786.280000000001,1,High Value
C-3521,1246,1,4666.087500000001,2,Low Value
C-3522,127,5,2872.96,0,Mid Value
C-3523,163,6,8375.23,1,High Value
C-3524,561,5,3397.41,0,Mid Value
C-3525,819,1,311.84,2,Low Value
C-3526,515,1,522.18,2,Low Value
C-3527,111,2,681.4,0,Mid Value
C-3528,246,6,10452.9475,1,High Value
C-3529,164,5,6999.687500000001,1,High Value
C-3530,209,2,4655.457442721562,0,Mid Value
C-3531,43,4,13253.095000000001,1,High Value
C-3532,693,3,5021.2475,2,Low Value
C-3533,277,5,12452.775000000001,1,High Value
C-3534,776,3,7495.437500000001,2,Low Value
C-3535,1299,1,335.16,2,Low Value
C-3536,57,6,10991.3,1,High Value
C-3537,91,7,6759.69,1,High Value
C-3538,590,3,8622.2475,0,Mid Value
C-3539,21,3,943.05,0,Mid Value
C-3540,315,2,599.5400000000001,0,Mid Value
C-3541,242,7,7270.34,1,High Value
C-3542,118,5,3570.8599999999997,0,Mid Value
C-3543,162,5,2962.1099999999997,0,Mid Value
C-3544,72,6,15130.505000000001,1,High Value
C-3545,18,4,5303.927500000001,0,Mid Value
C-3546,16,10,13315.7975,1,High Value
C-3547,913,1,215.4,2,Low Value
C-3548,114,3,1521.01,0,Mid Value
C-3549,162,5,8705.6675,1,High Value
C-3550,131,2,517.44,0,Mid Value
C-3551,587,3,3662.2799999999997,2,Low Value
